ID,Token Count,Comment Text,Label
195,27,Tại_sao mọi người lại ghét Kim_Soo_Hyun khi sự_thật còn chưa được tiết_lộ ?,Trung lập
196,20,"Anh ta bị xử ép rồi , làm_ơn xem_xét đi . Có đầy bằng_chứng đấy .",Ủng hộ
197,8,Tuổi_tác chỉ là con_số thôi ! ! !,Không liên quan
198,8,thật_sự là quá kinh_tởm,Không ủng hộ
199,10,"Cô ấy không hề 15 tuổi , mọi người thôi đi .",Không ủng hộ
200,9,Đã phát_hiện dkrider .,Không liên quan
201,61,"Họ nghe thấy điều gì đó rồi lan_truyền nó đi mà không muốn nghe toàn_bộ câu_chuyện ... nếu họ thực_sự hẹn_hò thì cũng không sao , nhưng việc ngồi đây và nói rằng anh ta đã làm cái này cái kia rồi cố_gắng đào_bới thêm bằng cách tìm_kiếm thông_tin là không nên .",Ủng hộ
202,5,Điều này thật đáng lo_ngại .,Trung lập
203,52,Những cáo_buộc này hoàn_toàn là dối_trá . Sự_thật là những người này đã không nói bất_cứ điều gì trước khi cô ấy qua_đời . Và bây_giờ họ lại xuất_hiện để bắt_nạt một diễn_viên khác .,Ủng hộ
204,16,Có quá nhiều bằng_chứng .. nhưng không ai tin cô ấy .,Không ủng hộ
205,91,"Ở nước tôi , việc thấy khoảng_cách tuổi_tác này trong các mối quan_hệ là khá bình_thường . Tuy_nhiên , các bậc cha_mẹ thường cho_phép ...",Trung lập
206,45,"ok , có một điều tôi luôn không thích ở anh ta : anh ta luôn trông quá trẻ , tất_cả bọn họ đều vậy , nhưng đặc_biệt là anh ta , tôi không biết nữa , trông anh ta kỳ_lạ sao ấy , bạn biết không .",Không liên quan
207,44,ờ đợi đã đúng là cô ấy mới 15 nhưng nếu cô ấy không muốn thì chuyện này đã không xảy ra . Nhưng cô ấy cũng muốn mà .,Không ủng hộ
208,52,"Tôi muốn hỏi mọi người một chuyện , chẳng phải chính các bạn cũng là những người mười bốn tuổi thích các idol Kpop ngoài 25 tuổi và gọi họ là "" baby "" sao ?",Trung lập
209,20,"Là một fan của anh_Soo_Hyun , tôi nghĩ đã đến lúc ngừng cuồng anh ấy rồi .",Không ủng hộ
210,18,Tao thất_vọng quá ... anh ấy là diễn_viên yêu thích của tao .,Không ủng hộ
211,14,Chẳng phải đây chỉ toàn là những cáo_buộc thôi sao ?,Trung lập
212,14,"Có phải anh ấy là diễn_viên trong phim "" Nữ_Hoàng Nước_Mắt "" không ?",Không liên quan
213,14,"Anh bạn à , mẹ tôi lấy chồng năm 15 tuổi .",Không liên quan
214,9,Cô ấy đã chết như_thế_nào vậy ? ?,Không liên quan
215,17,Ủa chuyện gì đang xảy ra vậy ? Ai đó giải_thích đi ?,Trung lập
216,5,Thật điên_rồ .,Trung lập
217,28,Anh ta có_vẻ là trẻ vị_thành_niên . Ở Mỹ đó là bất_hợp_pháp . Tôi không biết ở Hàn_Quốc thì thế_nào .,Không ủng hộ
218,60,"Từ bình_luận khác của tôi , tôi chỉ muốn nói điều này , tôi không ủng_hộ anh ta và mọi người đã đổ lỗi cho người đàn_ông về cái chết của cô ấy và chúng_ta không hề biết lý_do thực_sự là gì và tôi không , cũng sẽ không bao_giờ ủng_hộ một người như_vậy .",Không ủng hộ
219,9,"Hey , chuyện gì đã xảy ra vậy ?",Trung lập
220,18,Ai đó giải_thích cái này được không ? ? Tôi vẫn không hiểu .,Trung lập
221,19,Tôi thấy ghê_tởm vì trước_đây tôi từng gọi hắn là đẹp_trai .,Không ủng hộ
222,18,Chúng_ta không bao_giờ được an_toàn cả . Xin chia buồn với thiên_thần xinh_đẹp đó .,Không liên quan
223,21,AI GIẢI_THÍCH CHUYỆN GÌ ĐÃ XẢY RA VẬY ! ? ? ? ? ?,Trung lập
224,13,Tôi nghĩ đó là lỗi của cả hai chứ không_chỉ của riêng anh ta .,Trung lập
225,15,Việc mọi người bênh_vực anh ta thật là điên_rồ .,Không ủng hộ
226,12,Anh ta 27 còn cô ta 15 .,Không ủng hộ
227,5,Chuyện gì đã xảy ra vậy ?,Trung lập
228,77,"Nếu điều này là sự_thật thì đó không phải lỗi của cô ấy , mà là lỗi của gia_đình cô ấy và anh ta ! Vì nếu gia_đình cô ấy biết về chuyện này thì tại_sao họ không cố_gắng ngăn_chặn hoặc lên_tiếng trước đó ? Cô ấy không đáng phải chịu điều này ! !",Không ủng hộ
229,4,Chờ đã cái gì cơ,Trung lập
230,64,"Tôi không bênh_vực Kim_Soo_Hyun ở đây , nhưng khi anh ta hẹn_hò với Kim_Sae_Ron khi cô ấy còn chưa đủ tuổi vị_thành_niên , tại_sao bố_mẹ CÔ ẤY không can_thiệp vào mối quan_hệ này khi mà anh TA Kim_Soo_Hyun và BỐ_MẸ CÔ ẤY , bố_mẹ Sae_Ron ?",Trung lập
231,62,"Mấy người lôi Sea_Ron đến chỗ chết , bắt_nạt cô ấy , và huỷ_hoại sự_nghiệp của cô ấy . Bây_giờ , mấy người muốn đổ lỗi cho Kim_Soo_Hyun và biến anh ấy thành mục_tiêu mới của mấy người . Mấy người bị làm_sao vậy ? ?",Ủng hộ
232,12,Có phải anh_chàng trong phim Nữ_Hoàng Nước_Mắt không vậy ?,Không liên quan
233,9,# côngbằngchoKimSaeRon,Không ủng hộ
234,8,Chuyện gì đã xảy ra vậy Elain ?,Không liên quan
235,21,"Anh ta hẹn_hò với cô ấy khi cô ấy 15 tuổi và anh ta đã kiện cô ấy , huỷ_hoại sự_nghiệp của cô ấy .",Không ủng hộ
236,11,"Kim_Sae_Ron , bạn xứng_đáng với những điều tốt_đẹp nhất .",Không ủng hộ
237,71,"Tôi không bênh_vực ai cả , nhưng cư_dân mạng cũng cần có trách_nhiệm . Các bạn quá nhanh_nhảu ghét_bỏ và phán_xét người khác mà không cần biết toàn_bộ câu_chuyện . Đúng là anh ta sai , nhưng các bạn cũng vậy thôi .",Trung lập
238,25,Người Hàn_Quốc tính tuổi ngay từ khi sinh ra .... Vậy nên cô bé thực_ra mới 14 tuổi .,Trung lập
239,7,Chờ đã CÁI GÌ ? !,Trung lập
240,57,Tôi thực_sự cần mọi người hiểu rằng trẻ vị_thành_niên không_thể là một người tham_gia tự_nguyện trong một mối quan_hệ với người trưởng_thành . Điều này xuất_phát từ kiến_thức và trải_nghiệm cá_nhân của tôi về việc bị dụ_dỗ .,Không ủng hộ
241,5,Tẩy_chay Kim_Soo_Hyun,Không ủng hộ
242,33,Thật đáng sợ khi lịch_sử hết lần này đến lần khác cho thấy những người bị ảnh_hưởng ít_nhất hoặc không hề bị ảnh_hưởng gì cả !,Trung lập
243,71,"Tôi không bênh_vực anh ta , nhưng dì này đã ở đâu trước_đây ? Chúng_ta không biết cả hai phía , vì_vậy đừng phán_xét cuộc_đời họ . Nếu tất_cả đều sai thì sẽ huỷ_hoại anh ta , vì_vậy hãy cứ chờ_đợi công_lý được thực_thi .",Trung lập
244,3,Kim_Soo_Hyun,Không liên quan
245,19,Thật đáng tiếc khi anh ta huỷ_hoại sự_nghiệp của mình và cuộc_đời cô ấy .,Không ủng hộ
246,52,"Tôi tức_giận vì sự phản_bội , vì đã không nói sự_thật và phớt_lờ lời cầu_xin cho cô ấy trả tiền dần_dần , trong khi biết cô ấy không có việc_làm hoặc đang gặp khó_khăn .",Không ủng hộ
247,11,Tôi luôn có một cảm_giác tồi_tệ về anh ta .,Không ủng hộ
248,35,Tôi hy_vọng cô ấy để lại cả đống bằng_chứng và linh_hồn cô ấy sẽ dẫn đường cho gia_đình tìm lại công_lý cho cô ấy .,Không ủng hộ
249,17,Có_lẽ cuối_cùng cô ấy đã có được công_lý . Yên_nghỉ nhé người đẹp .,Không ủng hộ
250,26,"Ở nước tôi , vẫn còn những người xem đây là chuyện bình_thường và đổ lỗi cho cô gái .",Không ủng hộ
251,14,"Cô ấy 15 tuổi , nghĩa_là một đứa trẻ .",Không ủng hộ
252,12,"Không bao_giờ xem "" Nữ_Hoàng Nước_Mắt "" như trước nữa .",Không ủng hộ
253,17,Việc anh ta thực_ra đã 37 tuổi khiến mọi chuyện còn tệ hơn .,Không ủng hộ
254,23,"Không có bí_mật nào là mãi_mãi , và nếu có , nó sẽ tự lộ ra thôi .",Trung lập
255,28,Họ đã ở bên nhau một thời_gian dài . Chẳng_lẽ anh ta không có nghĩa_vụ trả nợ cho cô ấy sao ?,Không ủng hộ
256,44,"Sao tôi cứ có cảm_giác chuyện này từng xảy ra rồi ấy , như_thể tôi thề là mình đã từng_trải qua hoàn_cảnh y_hệt này , và giờ nó thực_sự đang xảy ra vậy .",Trung lập
257,19,"KHÔNG , BÌNH_LUẬN CỦA TÔI ĐANG LƠ_LỬNG Ở ĐÂU_ĐÓ",Không liên quan
258,37,"Việc là sau khi xem "" Nữ_hoàng nước_mắt "" , tôi đã nghĩ anh ấy là một diễn_viên lịch_thiệp , bạn không bao_giờ thực_sự biết được họ cả .",Không ủng hộ
259,6,Anh ta nhận tiền từ Trung_Quốc .,Không ủng hộ
260,13,Vậy_mà vẫn có người ủng_hộ hắn ...,Không ủng hộ
261,10,Không gì tệ hơn việc họ đối_xử với Taeil .,Không liên quan
262,17,"Tôi rất thất_vọng , anh ấy là một trong những diễn_viên yêu thích của tôi .",Không ủng hộ
263,28,"Đã có bằng_chứng cho thấy anh ta hẹn_hò với cô ấy rồi , ảnh và tin nhắn trò_chuyện trên kênh Hàn_Quốc đó .",Không ủng hộ
264,6,DRAKEEEEEE,Không liên quan
265,36,"Tao không bênh_vực mấy thằng tin ba cái vớ_vẩn đâu , MẤY NGƯỜI HÃY DỪNG NGAY VIỆC TIN MỌI THỨ TRÊN MẠNG CHẾT_TIỆT ĐI .",Trung lập
266,13,Không phải tôi nói BENZEMAAAAA,Không liên quan
267,9,# côngbằngchoKimSaeRon,Không ủng hộ
268,6,Wattpad ngoài đời thực,Không liên quan
269,71,""" DUl là gì ? Sao Kim_Sae_Ron lại sở_hữu tiền của công_ty ? Xin_lỗi , tôi thấy khó hiểu quá . Tại_sao cô ấy cần phải trả nợ ? Có chuyện gì đó liên_quan đến việc Netflix yêu_cầu vận_động_viên đoạt huy_chương vàng phải trả tiền à ? Ai đó giải_thích giúp tôi với . """,Trung lập
270,7,"Kim_Saeron yên_nghỉ nhé , hãy an_nghỉ .",Không liên quan
271,62,Thật lòng mà nói thì mấy người được gì khi lan_truyền mấy tin_đồn này và cố_gắng lôi_kéo một người không liên_quan gì đến cái chết của cô ấy vậy ? Và bố_mẹ cô ấy đâu rồi ?,Ủng hộ
272,12,Nhưng đó chẳng phải cũng là lựa_chọn của cô ấy sao ?,Trung lập
273,56,"Chuyện cũng y_như với cô gái kia , anh hành_hạ cô ấy đến khi cô ấy không_thể chịu_đựng được nữa , và giờ cô ấy không còn nữa thì anh lại cố_gắng đổ lỗi cho người khác , vậy anh sẽ không bao_giờ dừng lại sao ?",Không ủng hộ
274,74,"Tôi vẫn không_thể hiểu tại_sao cô ấy lại ở bên anh ta . Và tại_sao bố_mẹ cô ấy lại cho_phép điều đó . Bởi_vì đây không_chỉ là lỗi của riêng anh ta mà_còn là của bố_mẹ cô ấy nữa , tôi sẽ nói vậy , vì họ đã cho_phép một người đàn_ông 27 tuổi hẹn_hò với cô ấy .",Không ủng hộ
275,47,"Chúng_ta đã biết ai sẽ thắng vụ này rồi , luôn_luôn là những người GIÀU_CÓ . Ông ta quá giàu . Không có công_lý cho những người THẤP_KÉM hơn họ .",Không ủng hộ
276,64,"Không phải ý tôi nói hẹn_hò với trẻ 16 tuổi là được , nhưng chẳng phải độ tuổi được phép quan_hệ tình_dục ở Hàn_Quốc là 13 vào năm 2016 sao ? Về mặt đạo_đức thì sai , nhưng rõ_ràng là vẫn hợp_pháp . Hàn_Quốc cũng đã làm cô ấy thất_vọng nếu những cáo_buộc này là đúng .",Trung lập
277,11,# TRẢLẠIKIMSAERONCÔNGBẰNG,Không ủng hộ
278,20,Vậy là đã xác_nhận họ hẹn_hò khi cô ấy còn vị_thành_niên à ? ?,Trung lập
279,46,"Cô ta đang nợ công_ty bao_nhiêu tiền vậy ? Sao chúng_ta không tự nói thật với nhau rằng trong ngành này , chẳng ai yêu ai cả , nên họ không_thể hạ_bệ được người này đâu .",Trung lập
280,8,Cô gái tội_nghiệp đã chết vô_ích .,Không ủng hộ
281,13,Sao bố_mẹ cô ấy không nói gì ?,Trung lập
282,19,Tôi vẫn không_thể tin là có người bảo_vệ hắn .,Không ủng hộ
283,43,"Điều đó đúng mặc_dù kênh YouTube đó chuyên lan_truyền tin_đồn . Tôi không biết gì cả , tôi không đứng về bên nào cả , tôi chỉ biết cô ấy đã qua_đời .",Trung lập
284,20,Đó không phải là tôi khi tôi biết rằng tôi đã hét lên BENZEMAAAA,Không liên quan
285,41,"Trời_ơi bài hát này , ahahaha , Người hầu gái đáng sợ thật_sự . Tôi nhớ bộ phim này , tôi đã không_thể xem nó ở rạp chiếu_phim vì giới_hạn độ tuổi .",Không liên quan
286,33,RIP # KimSaeron . Công_lý sẽ thắng thôi . Bảo sao tôi chẳng bao_giờ xem phim hay chương_trình của # KimSoHyun .,Không ủng hộ
287,26,Bác_sĩ tiết_lộ cô ấy đã bị ép phá_thai khi còn là trẻ vị_thành_niên .,Không ủng hộ
288,45,"Anh ấy từng là diễn_viên yêu thích của tôi , tôi không_thể ghét những bộ phim của anh ấy vì chúng từng khiến tôi hạnh_phúc . Tôi sẽ ghét hành_động của anh ấy , về những gì anh ấy đã làm .",Không ủng hộ
289,39,Không có bằng_chứng nào cho thấy họ ở bên nhau khi cô ấy 15 tuổi ! Và tao không bênh_vực anh ta nhưng không có bằng_chứng !,Trung lập
290,21,Có ai đó cho tôi biết chuyện gì đã xảy ra không ? Có phải cô ấy đã chết rồi không ? ?,Trung lập
291,20,"Không , vì tôi cảm_thấy có những năng_lượng xấu mỗi khi xem anh ta trên phim_truyền_hình Hàn_Quốc .",Không ủng hộ
292,20,"cho mình xin thông_tin cụ_thể hơn về vấn_đề bạn muốn biết với ạ , mình không biết bạn muốn hỏi gì hết",Không liên quan
293,44,"Tôi nghe ai đó nói rằng họ gặp nhau khi cô ấy 15 tuổi , nhưng cô ấy không hẹn_hò với anh ta vào thời_điểm đó , tôi cần tìm_hiểu thêm về chuyện này .",Trung lập
294,20,Chuyện này bình_thường với tôi vì họ vẫn chưa phát_hiện ra thôi .,Trung lập
295,33,Được thôi nhưng tại_sao bố_mẹ cô ấy lại đợi lâu như_vậy mới nói gì đó ? Tại_sao họ lại để anh ta hẹn_hò với cô ấy ? ?,Trung lập
296,14,Bạn có biết chúng_tôi mệt_mỏi như_thế_nào khi làm_việc cho Chúa không ?,Không liên quan
297,27,"Ôi trời , anh ta spoil hết cả phim rồi ... Tôi không muốn xem nữa .",Không liên quan
298,10,Nhưng cô ấy đâu có bị ép_buộc ...,Trung lập
299,5,Tôi yêu Kim_Soo_Hyun,Ủng hộ
300,25,Hàn_Quốc có cộng thêm hai tuổi vào tuổi thật của bạn không ? Vậy_thì có_lẽ cô bé đó thực_ra mới 13 tuổi .,Trung lập
301,47,Sao mấy người lại không_thể trách những kẻ bắt_nạt Sae_Ron vậy ? Tôi nghĩ mấy người vui lắm khi đăng bài gì đó rồi nhận được nhiều lượt thích .,Không ủng hộ
302,3,Không phải Drake,Không liên quan
303,19,"Ở Hàn_Quốc chẳng ai quan_tâm đến nó cả , hầu_hết mọi người đều không biết gì .",Không liên quan
304,12,Xin đừng bắt tôi chứng_minh điều đó .,Trung lập
305,24,Tôi vừa_mới bắt_đầu xem bộ phim K-drama đầu_tiên có Kim_Soo_Hyun đóng . ÔI TRỜI .,Không liên quan
306,26,"Bài_học rút ra là đừng bao_giờ nói "" idol của tao sẽ không bao_giờ làm thế "" nữa .",Không ủng hộ
307,10,Thật là một nỗi thất_vọng lớn .,Không ủng hộ
308,17,Thực_tế thì cô ấy 14 tuổi vì cách tính tuổi ở Hàn_Quốc khác .,Trung lập
309,11,Đây là phiên_bản Hàn_Quốc của Two-Face và Annie .,Không liên quan
310,27,Việc anh ta không đến dự đám_tang của cô ấy đã nói lên tất_cả những gì bạn cần biết !,Không ủng hộ
311,8,Tôi và Jungkook bây_giờ :,Không liên quan
312,8,Ai đó có_thể làm_ơn dịch Elaine_Olss không ?,Không liên quan
